Id,SalePrice
1461,122165.38574694404
1462,163824.29076734153
1463,187023.7313776073
1464,199985.148374379
1465,199632.2894244671
1466,171315.04721290304
1467,175103.25889259088
1468,160381.56008011985
1469,198973.22165466996
1470,120606.78016587326
1471,168072.82891805744
1472,96750.62086159899
1473,95408.65532698247
1474,144851.37587056123
1475,108316.38244683229
1476,366213.211316493
1477,253892.716590695
1478,313167.2936863737
1479,302611.3603907406
1480,495972.05736894754
1481,333904.1797210071
1482,208449.77859365643
1483,182804.73259706737
1484,160969.99610511804
1485,188536.06748117076
1486,188812.66052480298
1487,347136.2202812317
1488,233062.07505087357
1489,195157.2903169392
1490,248759.2033253381
1491,196085.5454781142
1492,97534.81592189697
1493,180213.33283845044
1494,302818.2859681857
1495,290910.5663935614
1496,231125.65948806924
1497,183189.56850554002
1498,191158.74379853555
1499,172166.3398271378
1500,160410.31227616855
1501,178433.05617143563
1502,140012.88030816385
1503,318894.8126216922
1504,238660.3810435732
1505,228393.84446689743
1506,190961.1568384887
1507,243653.14341965213
1508,202696.85575278435
1509,156965.8894775071
1510,145700.00537490332
1511,169161.64715988195
1512,170271.11840061154
1513,147268.85488417672
1514,159136.24506329425
1515,187211.8851341991
1516,154302.46054625127
1517,176121.29556897414
1518,130617.97680642045
1519,207647.4739599153
1520,125531.01820490486
1521,133625.69069157357
1522,176858.83308851568
1523,116382.61332627843
1524,126747.81209353125
1525,117445.06151778917
1526,111857.11573580062
1527,111341.0092105446
1528,130872.41569461777
1529,158332.33351955021
1530,190346.0479178892
1531,111692.54463645315
1532,91336.36394795295
1533,152537.79374775034
1534,126445.91645211083
1535,144298.84700004559
1536,105416.22864162091
1537,59963.35514775658
1538,151015.74070348655
1539,195009.6084585794
1540,83674.6381991181
1541,140656.29043204556
1542,155982.89288796793
1543,177124.08762238023
1544,83891.31018190588
1545,115309.63341408451
1546,139756.86938698078
1547,133781.09399706518
1548,139026.95749281364
1549,120193.47943542065
1550,135287.9428673384
1551,100773.98767927782
1552,136178.12690415877
1553,142639.6625815749
1554,112646.16275821174
1555,169558.61033120684
1556,83534.9306106579
1557,123160.90223860659
1558,104507.77705439378
1559,60545.15652483891
1560,126902.56214779514
1561,129394.92470604328
1562,131856.6628397746
1563,121082.71171035548
1564,159538.2382078376
1565,157604.43354528397
1566,238634.50819493187
1567,78793.43985443923
1568,241368.8234386229
1569,140592.1107720216
1570,134040.9989582847
1571,112105.80068655807
1572,140813.982609797
1573,234644.08847254454
1574,120028.2426695012
1575,235103.55954889115
1576,230893.2144142082
1577,177201.92714940742
1578,145989.18038394424
1579,149877.76383792804
1580,194759.47208062425
1581,157970.98296713302
1582,125505.654779896
1583,286237.57310156134
1584,213810.42282041773
1585,134110.1220265166
1586,75012.43263542678
1587,111589.24458046701
1588,147482.747743605
1589,99745.4600859147
1590,126014.29238594644
1591,92513.48260893358
1592,118867.93968419492
1593,129187.73123539293
1594,123633.83617776881
1595,113786.10738949443
1596,214695.45537924062
1597,206947.85912275035
1598,232442.287361179
1599,172538.56945011014
1600,162341.31202626778
1601,65634.05852945693
1602,119867.3608880271
1603,62155.3484981253
1604,261403.17167802085
1605,228963.748063952
1606,158500.6132404998
1607,173589.0453701888
1608,218341.09444604494
1609,182253.68448119855
1610,156691.29011339508
1611,137371.77175173865
1612,174256.57749942827
1613,166533.69355124165
1614,123853.4925778794
1615,91398.49571500774
1616,78375.32729124902
1617,90758.98817761347
1618,137353.45865142962
1619,139025.4633673603
1620,148526.30744618076
1621,133876.18456517774
1622,145459.1985440306
1623,246006.9595498396
1624,203936.1787046141
1625,114888.18804857174
1626,168602.7505001058
1627,195722.4252616439
1628,272770.7876850751
1629,182538.15761787098
1630,353712.6087571349
1631,242631.83857292926
1632,258498.814556543
1633,169870.74723501923
1634,185582.61967920142
1635,172831.45484268997
1636,151275.9903006194
1637,208036.0967462053
1638,184292.43047478746
1639,185659.42484990123
1640,239138.27652151912
1641,183953.90282306922
1642,252372.94301254084
1643,223471.0589492828
1644,248719.84880372765
1645,202847.8152832377
1646,155000.3045226659
1647,157558.1324973332
1648,128450.23232396434
1649,140069.89368706197
1650,111718.94504018371
1651,117447.46635593883
1652,97538.060072508
1653,99008.6623565418
1654,146393.99737262752
1655,129459.23880244268
1656,143478.24775693187
1657,152320.40167234215
1658,147992.11431398944
1659,117906.88377779916
1660,157293.64690769758
1661,458779.9393665641
1662,398647.3593301011
1663,382892.758964665
1664,601789.0039762672
1665,313371.0145002745
1666,314149.8935852154
1667,399900.1330776878
1668,347878.41384091356
1669,312232.11756406573
1670,358172.6813735238
1671,268784.9332091692
1672,419780.3561877912
1673,288539.0783592961
1674,239719.26367903216
1675,200146.26228795614
1676,198373.89122156313
1677,223966.8687190159
1678,466925.57594916556
1679,399890.5434835263
1680,329224.0347604284
1681,249506.06422812902
1682,328348.3557283564
1683,184557.2245177138
1684,171498.66343665554
1685,171214.98732067022
1686,167083.13181143175
1687,165921.3111492357
1688,185159.6513824957
1689,187272.2834839393
1690,193347.3493081408
1691,182594.22025689718
1692,252785.51464359037
1693,165463.7046534191
1694,183494.67772092728
1695,164337.23067394193
1696,278254.7347898416
1697,168279.64002531493
1698,345426.09714580287
