id,SalePrice
1461,123143.81039799668
1462,155089.5702221031
1463,185586.2242820856
1464,195918.15389344541
1465,198237.5224961438
1466,172068.9947274265
1467,177311.55399338363
1468,161583.8421263437
1469,196301.83291312435
1470,120550.1766000262
1471,179905.83841958648
1472,97120.53198922751
1473,96749.52722780524
1474,145595.41012360295
1475,111735.54367038124
1476,370671.79747846595
1477,253644.10815443797
1478,303379.8174970707
1479,301738.85468620464
1480,484544.4779310769
1481,330395.362796001
1482,210260.51526320865
1483,179051.38725002934
1484,161544.27457031474
1485,189466.15627913407
1486,191321.37333061078
1487,345972.4509633007
1488,233006.4533140317
1489,196412.28521116683
1490,234721.72791971738
1491,193778.53191955868
1492,94758.52830180914
1493,187513.7438722998
1494,298302.4448093058
1495,293789.69762424426
1496,232876.66601582489
1497,183961.68696470532
1498,178134.53705537965
1499,166974.2327686696
1500,155785.20068007422
1501,177310.09997692518
1502,143503.64989067096
1503,290749.5064783262
1504,240113.4816066388
1505,225166.72362465377
1506,189898.02098379593
1507,245890.171783525
1508,203928.92814832448
1509,160672.77952658298
1510,144884.1409257613
1511,158842.88692400546
1512,173218.7921707928
1513,152104.17848454078
1514,156270.3332239557
1515,196268.2319855713
1516,156137.4262744871
1517,173516.00690923212
1518,132521.18090563756
1519,208533.65905734152
1520,128916.98934885324
1521,132720.71011710394
1522,177663.23407547883
1523,114730.91031691752
1524,126567.0908499655
1525,119297.52139904734
1526,115674.22476555315
1527,111242.98744969601
1528,132893.41016389665
1529,152727.28095933382
1530,183408.996634721
1531,109190.93932565884
1532,94292.22500039244
1533,147135.51950934803
1534,126920.28483402371
1535,143994.2291182567
1536,105659.50421822327
1537,64929.02993769653
1538,148569.48019279347
1539,196928.48624581262
1540,86587.61032818235
1541,140509.02461649582
1542,145392.2648806713
1543,185973.98193766255
1544,85919.53707935738
1545,115661.97348176382
1546,137505.31141551747
1547,131974.89303188154
1548,137128.1386837687
1549,119309.58204122145
1550,136781.75750400755
1551,104039.79870465079
1552,135262.30747824057
1553,145595.3494934704
1554,115417.11335816533
1555,167821.24984233695
1556,83804.23166425493
1557,116255.78151811282
1558,100185.98254373629
1559,65064.08664928301
1560,126777.41217285371
1561,128285.04325733107
1562,131564.36160384933
1563,119497.9936215747
1564,160568.44310232287
1565,156172.72352591704
1566,242102.67881665414
1567,78973.6166508155
1568,236998.1845530678
1569,133900.3244906713
1570,138349.40848815383
1571,120765.36693812006
1572,142166.31233719946
1573,247435.95393743296
1574,119295.67082675702
1575,228197.93040039737
1576,228543.92987399196
1577,181286.7034802969
1578,146439.2056316455
1579,149203.47204030748
1580,196055.89343680316
1581,154879.2542531394
1582,125209.6138294363
1583,289817.4971405885
1584,215233.02831801033
1585,136109.63195672238
1586,71393.52809782946
1587,108529.24191743307
1588,151449.62387433578
1589,98853.85026931306
1590,131663.35444787893
1591,94576.07386964897
1592,115088.64138759217
1593,126964.15780487208
1594,127192.19550464718
1595,113054.07496340624
1596,219883.63500033427
1597,197207.77431634205
1598,231172.13108448562
1599,170526.9476624826
1600,160628.08617756446
1601,66966.09956105388
1602,119085.2215748216
